image_filename,agents::agent_name,agents 2::agent_name,works::work_display_attribution,works::work_title,works::work_style,works::work_culture,works::work_date,image_description
A08-077-0782.jpg,"Holbein, Hans, the younger",,,Portrait of Henry VIII,Renaissance,German,1540,
A08-077-0783.jpg,"Scrots, Guillaume",,(attributed to),Elizabeth I when Princess,Renaissance,Flemish,c. 1546,
A08-077-0784.jpg,"Hilliard, Nicholas",,,"George Clifford, Third Earl of Cumberland",Renaissance,English,c. 1595,
A08-077-0790.jpg,,,,Northern Europe and the Iberian Peninsula in the 16th Century,,,,
A08-077-0795.jpg,"Bernini, Gian Lorenzo",,,Cornaro Chapel,Baroque,Italian,1642-1652,
A08-077-0798.jpg,"Borromini, Francesco",,,San Carlo alle Quattro Fontane ,Baroque,Italian,1665-1667,Nave
A08-077-0801.jpg,"Vasi, Giuseppe",,,Flooding of the Piazza Navona,Rococo,Italian,c. 1740-1750,
A08-077-0802.jpg,"Bernini, Gian Lorenzo",,,Fountain of the Four Rivers,Baroque,Italian,1648-1651,
A08-077-0804.jpg,"Carracci, Annibale",,,Landscape with the Flight into Egypt,Baroque,Italian,1603-1604,
A08-077-0807.jpg,"Caravaggio, Michelangelo Merisi da",,,Entombment,Baroque,Italian,1603-1604,
A08-077-0808.jpg,"Gentileschi, Artemisia",,,Judith and Her Maidservant with Head of Holofernes,Baroque,Italian,1625,
A08-077-0810.jpg,"Reni, Guido",,,Aurora,Baroque,Italian,1613-1614,
A08-077-0811.jpg,"Reni, Guido",,,Aurora,Baroque,Italian,1613-1614,
A08-077-0817.jpg,"Gaulli, Giovanni Battista (Il Baciccio)",,,Triumph of the Name of Jesus and the Fall of the Damned,Baroque,Italian,1672-1685,
A08-077-0818.jpg,"Gaulli, Giovanni Battista (Il Baciccio)",,,Triumph of the Name of Jesus and the Fall of the Damned,Baroque,Italian,1672-1685,
A08-077-0819.jpg,"Gaulli, Giovanni Battista (Il Baciccio)",,,Triumph of the Name of Jesus and the Fall of the Damned,Baroque,Italian,1672-1685,
A08-077-0825.jpg,"Velázquez, Diego",,,Las Meninas,Baroque,Spanish,1656,
A08-077-0826.jpg,"Velázquez, Diego",,,Las Meninas,Baroque,Spanish,1656,
A08-077-0827.jpg,"Murillo, Bartolomé Estebán",,,Immaculate Conception,Baroque,Spanish,c. 1645-1650,
A08-077-0829.jpg,"Prandtauer, Jakob",,,"Benedictine Monastery Church, Melk",Baroque,Austrian,1702-1736,
A08-077-0830.jpg,"Prandtauer, Jakob",,,"Benedictine Monastery Church, Melk",Baroque,Austrian,1702-1736,Nave
A08-077-0832.jpg,"Rubens, Peter Paul",,,Raising of the Cross Tryptych,Baroque,Flemish,1610-1611,
A08-077-0833.jpg,"Rubens, Peter Paul",,,Raising of the Cross Tryptych,Baroque,Flemish,1610-1611,Left wing
A08-077-0834.jpg,"Rubens, Peter Paul",,,Raising of the Cross Tryptych,Baroque,Flemish,1610-1611,Center panel
A08-077-0835.jpg,"Rubens, Peter Paul",,,Raising of the Cross Tryptych,Baroque,Flemish,1610-1611,Right wing
A08-077-0845.jpg,Rembrandt van Rijn,,,Captain Frans Banning Cocq Mustering His Company,Baroque,Dutch,1642,
A08-077-0847.jpg,Rembrandt van Rijn,,,Three Crosses,Baroque,Dutch,1653,Fourth State
A08-077-0848.jpg,Rembrandt van Rijn,,,Self-Portrait ,Baroque ,Dutch,1658,
A08-077-0853.jpg,"Ruisdael, Jacob van",,,Jewish Cemetery,Baroque,Dutch,1655-1660,
A08-077-0854.jpg,"Claesz., Pieter",,,Still Life with a Watch,Baroque,Dutch,1636,
A08-077-0856.jpg,"Le Vau, Louis","Mansart, Jules Hardouin",,Palais de Versailles,Baroque,French,1668-1685,
A08-077-0857.jpg,"Le Vau, Louis","Mansart, Jules Hardouin",,Palais de Versailles,Baroque,French,1668-1685,Central block of the garden facade
A08-077-0859.jpg,"Girardon, François",,,Apollo Attended by the Nymphs of Thetis,Baroque,French,c. 1666-1675,
A08-077-0861.jpg,"Le Nain, Louis",,,Village Piper,Baroque,French,1642,
A08-077-0863.jpg,"Lorrain, Claude (Gellée, Claude)",,,Embarkation of the Queen of Sheba,Baroque,French,1648,
A08-077-0865.jpg,"Wren, Christopher",,,Saint Paul's Cathedral,Baroque,English,1675-1710,
A08-077-0866.jpg,"Vanbrugh, John","Hawksmoor, Nicholas",,Blenheim Palace,Baroque,English,1705-1725,
A08-077-0867.jpg,,,,Parson Capen House,Early Republic,American,1683,
A08-077-0868.jpg,Freake-Gibbs Painter (Freake:Gibbs:Mason Limner),,,Elizabeth Freake and Baby Mary,Colonial,American,c. 1674,
A08-077-0870.jpg,"Le Nôtre, André",,,Gardens of Versailles,Baroque,French,begun 1661,
A08-077-0872.jpg,,,,Europe and North America in the 17th Century,,,,
A08-077-0873.jpg,"Copley, John Singleton",,,Samuel Adams,Early Republic ,American ,c. 1770-1772,
A08-077-0875.jpg,"Neumann, Johann Balthasar","Welsch, Maximilian von",,"Kaisersaal, Residenz",Rococo ,German,1719-1744,
A08-077-0876.jpg,"Tiepolo, Giovanni Battista",,,Marriage of Frederick and Beatrice of Burgundy,Rococo ,Italian ,1751-1752,
A08-077-0877.jpg,"Neumann, Johann Balthasar",,,Church of the Vierzehnheiligen,Rococo ,German ,1743-1772,
A08-077-0878.jpg,"Neumann, Johann Balthasar",,,Church of the Vierzehnheiligen,Rococo ,German ,1743-1772,
A08-077-0880.jpg,"Watteau, Jean-Antoine",,,Pilgrimage to the Island of Cythera,Rococo ,French,1717,
A08-077-0882.jpg,"Boucher, François",,,Triumph of Venus,Rococo,French ,1740,
A08-077-0883.jpg,"Fragonard, Jean-Honoré",,,The Meeting,Rococo ,French,1771-1773,
A08-077-0886.jpg,"Canaletto (Canal, Giovanni Antonio)",,,Santi Giovanni e Paolo and the Monument to Bartolommeo Colleonii ,Baroque,Italian ,c. 1735-1738,
A08-077-0887.jpg,"Piranesi, Giovanni Battista",,,"Lion Bas-Relief, from the series Carceri d’Invenzione",Baroque,Italian,1761,
A08-077-0889.jpg,"Canova, Antonio",,,Cupid and Psyche,Neoclassical ,Italian,1787-1793,
A08-077-0895.jpg,"Adam, Robert",,,Syon House,Neoclassical ,English,1760-1769,Anteroom
A08-077-0897.jpg,"Hackwood, William ",,,Am I Not a Man and a Brother? ,Neoclassical ,English,1787,
A08-077-0898.jpg,"Hogarth, William",,,"Marriage Contract, from Marriage à la Mode ",Rococo ,English ,1743-1745 ,
A08-077-0900.jpg,"Gainsborough, Thomas",,,Portrait of Mrs. Richard Brinsley Sheridan,Romantic,English,1785-1787,
A08-077-0905.jpg,"Blake, William",,,Elohim Creating Adam,Romantic,English,1795 ,
A08-077-0906.jpg,"Soufflot, Jacques Germain",,,Panthéon (Church of Sainte-Geneviève),Neoclassical,French ,1755-1792,
A08-077-0907.jpg,"Soufflot, Jacques Germain",,,Panthéon (Church of Sainte-Geneviève),Neoclassical,French ,1755-1792,Section and Plan
A08-077-0909.jpg,"Greuze, Jean-Baptiste",,,The Drunken Cobbler ,Rococo,French ,1780-1785 ,
A08-077-0911.jpg,"Labille-Guiard, Adélaïde",,,Self-Portrait with Two Pupils ,Rococo ,French ,1785 ,
A08-077-0913.jpg,"David, Jacques-Louis",,,The Death of Marat,Neoclassical ,French,1793,
A08-077-0921.jpg,"Martini, Pietro Antonio",,,The Salon of 1787 ,Rococo,Italian ,1787,
A08-077-0925.jpg,,,,Europe and North America in the 18th Century ,,,,
A08-077-0926.jpg,"Eiffel, Alexandre Gustave",,,Eiffel Tower,Art Nouveau,French,1887-1889 ,
A08-077-0927.jpg,"David, Jacques-Louis",,,Napoleon Crossing the Saint-Bernard,Neoclassical ,French,1800-1801,
A08-077-0931.jpg,"Géricault, Théodore",,,Pity the Sorrows of a Poor Old Man,Romantic ,French,1821,
A08-077-0932.jpg,"Delacroix, Eugène",,,Scenes from the Massacre at Chios,Romantic ,French,1822-1824,
A08-077-0939.jpg,"Friedrich, Caspar David",,,Fog (Nebel),Romantic,German,1807,
A08-077-0940.jpg,"Turner, Joseph Mallord William",,,Hannibal Crossing the Alps,Romantic,English,1812,
A08-077-0942.jpg,"Constable, John",,,The White Horse ,Romantic,English ,1819,
A08-077-0943.jpg,"Daubigny, Charles François",,,Le Péniches (The Barges),Barbizon School,French,1865,
A08-077-0945.jpg,"Roberts, David",,,Gateway to the Great Temple at Baalbek,Romantic,Scottish,1841,
A08-077-0946.jpg,"Gérôme, Jean-Léon",,,"Cafe House, Cairo (Casting Bullets)",Academic,French,c. 1870-1880,
A08-077-0948.jpg,"Franzoni, Giuseppe",,,Corncob Capital from the U.S. Capitol,Neoclassical,American ,1809,
A08-077-0953.jpg,"Rejlander, Oscar Gustav",,,Two Paths of Life,,English,1857,
A08-077-0957.jpg,"Labrouste, Henri",,,Bibliothèque Sainte-Geneviève,Beaux-Arts,French,1843-1850,Reading Room 
A08-077-0966.jpg,"Bonheur, Rosa",,,Ploughing in the Nivernais,Realist,French ,1849,
A08-077-0967.jpg,"Daumier, Honoré",,,Third Class Carriage,Realist,French,c. 1862,
A08-077-0971.jpg,"Hunt, William Holman",,,Hireling Shepherd,Pre-Raphaelite,English,1851,
A08-077-0977.jpg,"Monet, Claude",,,Gare St-Lazare,Impressionist ,French ,1877,
A08-077-0978.jpg,"Monet, Claude",,,Rouen Cathedral: The Portal (in Sun),Impressionist,French ,1894,
A08-077-0983.jpg,"Cassatt, Mary",,,Woman in a Loge ,Impressionist,American,1879,
A08-077-0984.jpg,"Cassatt, Mary",,,Maternal Caress,Impressionist,American,1890-1891,
A08-077-0988.jpg,"Cézanne, Paul",,,Still Life with Basket of Apples ,Post-Impressionist,French,1890-1894,
A08-077-0992.jpg,"Gauguin, Paul",,,Mahana No Atua (Day of the God),"Post-Impressionist, Symbolist",French ,1894,
A08-077-0994.jpg,"Redon, Odilon",,,"Marsh Flower, a Sad and Human Face",Symbolist,French ,1885,
A08-077-0997.jpg,"Ryder, Albert Pinkham",,,Jonah,,American,c. 1885,
A08-077-0998.jpg,"Tanner, Henry Ossawa",,,Resurrection of Lazarus,,American ,1896,
A08-077-1002.jpg,"Velde, Henri Van de",,,Tropon,Art Nouveau,Belgian,1898,
A08-077-1003.jpg,"Gaudí, Antoni",,,Guell Park,Catalan Modern,Spanish,1885-1889,Serpentine bench
A08-077-1004.jpg,"Klimt, Gustav",,,The Kiss,"Symbolist, Art Nouveau",Austrian,1907-1908,
A08-077-1007.jpg,"Emerson, Peter",,,Cantley: Wherries Wating for the Turn of the Tide,,English ,1886,
A08-077-1008.jpg,"Riis, Jacob",,,Tenement Interior in Poverty Gap: An English Coal-Heaver’s Home,,American,c. 1889,
A08-077-1012.jpg,"Gogh, Vincent van",,,"Flowering Plum Tree, after Hiroshige",Post-Impressionist,Dutch,1887 ,
A08-077-1013.jpg,"Cousen, John","Turner, Joseph Mallord William",(from a design by),Hannibal Crossing the Alps,Romantic,English,1859,
A08-077-1021.jpg,,,,Europe and the United States in the 19th Century,,,,
A08-077-1022.jpg,"Picasso, Pablo",,,Guernica,,Spanish,1937,"Shown in the Spanish Pavilion of the Paris Exposition, 1937"
A08-077-1023.jpg,"Derain, André",,,Mountains at Collioure,Fauvist,French ,1905 ,
A08-077-1024.jpg,"Matisse, Henri",,,Woman with the Hat,Fauvist,French,1905,
A08-077-1025.jpg,"Matisse, Henri",,,La Joie de Vivre (The Joy of Life),Fauvist,French,1905-1906,
A08-077-1026.jpg,"Schmidt-Rottluff, Karl",,,Three Nudes - Dune Picture from Nidden,Expressionist,German,1913,
A08-077-1027.jpg,"Nolde, Emil",,,Still Life with Masks III,Expressionist,German,1911,
A08-077-1028.jpg,"Heckel, Erich",,,Crouching Woman,"Expressionist, die Brücke",German,1912,
A08-077-1029.jpg,"Kirchner, Ernst Ludwig",,,"The Street, Berlin",Expressionist,German,1913,
A08-077-1030.jpg,"Kollwitz, Käthe",,,Outbreak,Expressionist,German,1903,
A08-077-1031.jpg,"Modersohn-Becker, Paula",,,Self-Portrait with an Amber Necklace,Expressionist,German,1906,
A08-077-1032.jpg,"Schiele, Egon",,,Self-Portrait Nude,Expressionist,Austrian ,1911,
A08-077-1033.jpg,"Marc, Franz",,,Large Blue Horses,Expressionist,German,1911,
A08-077-1034.jpg,"Kandinsky, Vassily",,,Blue Mountain,Expressionist,Russian,1908-1909,
A08-077-1035.jpg,"Kandinsky, Vassily",,,Improvisation 28 (second version),Expressionist,Russian,1912,
A08-077-1036.jpg,"Klee, Paul",,,The Mosque at Hammamet,,Swiss,1914,
A08-077-1037.jpg,"Picasso, Pablo",,,Self-Portrait,Blue Period,Spanish,1901,
A08-077-1038.jpg,"Picasso, Pablo",,,Family of Saltimbanques,Rose Period,Spanish,1905 ,
A08-077-1039.jpg,"Picasso, Pablo",,,Les Demoiselles d'Avignon,Cubist,Spanish,1907,
A08-077-1040.jpg,"Braque, Georges",,,Houses at L'Estaque,Cubist,French,1908,
A08-077-1041.jpg,"Braque, Georges",,,Violin and Palette,Cubist,French,1909-1910,
A08-077-1042.jpg,"Picasso, Pablo",,,Ma Jolie,Cubist,Spanish,1911-1912,
A08-077-1043.jpg,"Picasso, Pablo",,,Glass and a Bottle of Suze,Cubist,Spanish,1912,
A08-077-1044.jpg,"Picasso, Pablo",,,Mandolin and Clarinet,Cubist,Spanish,1913,
A08-077-1045.jpg,"Delaunay, Robert",,,Homage to Blériot,Cubist,French,1914,
A08-077-1046.jpg,"Delaunay-Terk, Sonia",,,Clothes and Customized Citroën B-12,Art Deco,Russian,1925,
A08-077-1047.jpg,"Léger, Fernand",,,Three Women,Cubist,French,1921,
A08-077-1048.jpg,"Severini, Gino",,,Armored Train in Action ,Futurist ,Italian,1915,
A08-077-1049.jpg,"Boccioni, Umberto",,,Unique Forms of Continuity in Space,Futurist ,Italian,1913,
A08-077-1050.jpg,"Malevich, Kazimir",,,Suprematist Painting (Eight Red Rectangles),Suprematist,Russian,1915,
A08-077-1051.jpg,"Tatlin, Vladimir",,,Corner Counter-Relief,Constructivist,Russian,1915,
A08-077-1052.jpg,"Popova, Lyubov'",,,Architectonic Painting,Suprematist,Russian,1917,
A08-077-1053.jpg,"Brancusi, Constantin",,,Magic Bird,,Romanian,1908-1912,
A08-077-1054.jpg,"Brancusi, Constantin",,,Newborn,,Romanian,1915,
A08-077-1055.jpg,"Ball, Hugo",,,Hugo Ball reciting the sound poem Karawane at the Cabaret Voltaire,Dada,German,1916,
A08-077-1056.jpg,"Duchamp, Marcel",,,Fountain,Dada,French,1917,
A08-077-1057.jpg,"Duchamp, Marcel",,,L.H.O.O.Q,Dada,French,1919,
A08-077-1058.jpg,"Schwitters, Kurt",,,Merz 5B (Picture-Red-Heart-Church),Dada,German,1919,
A08-077-1059.jpg,"Höch, Hannah",,,Dada Dance,Dada,German,1922,
A08-077-1060.jpg,"Sloan, John",,,Election Night,Ashcan School,American,1907,
A08-077-1061.jpg,"Stieglitz, Alfred",,,Flatiron Building,,American,1903,
A08-077-1062.jpg,"Dove, Arthur Garfield",,,"Nature Symbolized, no. 2",,American,c. 1911,
A08-077-1063.jpg,"O'Keeffe, Georgia",,,City Night,,American ,1926,
A08-077-1064.jpg,"Amaral, Tarsila do",,,Abaporú (The One Who Eats),,Brazilian,1928,
A08-077-1065.jpg,"Xul Solar (Schulz Solari, Oscar Augustín Alejandro)",,,Jefa (Patroness),,Argentine,1923,
A08-077-1066.jpg,"Peláez, Amelia",,,Marpacífico (Hibiscus),,Cuban,1923,
A08-077-1067.jpg,"Kahlo, Frida",,,The Two Fridas,Surrealist,Mexican,1939,
A08-077-1068.jpg,"Thomson, Tom",,,Jack Pine,,Canadian,1916-1917,
A08-077-1069.jpg,"Carr, Emily",,,Big Raven,,Canadian,1931,
A08-077-1070.jpg,"Loos, Adolf",,,Steiner House,,Austrian,1910,
A08-077-1071.jpg,"Gropius, Walter","Meyer, Adolf",,Fagus Shoe Factory (Faguswerk),International Style,German,1911-1916,
A08-077-1072.jpg,"Le Corbusier (Jeanneret, Charles-Edouard)",,,Villa Savoye,International Style,French,1928-1931,
A08-077-1073.jpg,"Wright, Frank Lloyd",,,Robie House,Prairie School,American,1906-1909,
A08-077-1074.jpg,"Wright, Frank Lloyd",,,Robie House,Prairie School,American,1906-1909,Dining Room
A08-077-1075.jpg,"Wright, Frank Lloyd",,,Fallingwater,,American,1937,
A08-077-1076.jpg,"Colter, Mary Elizabeth",,,Lookout Studio ,,American,1914,
A08-077-1077.jpg,"Gilbert, Cass",,,Woolworth Building,,American,1911-1913,
A08-077-1078.jpg,"Rodchenko, Alexander",,,Model Workers’ Club,,Russian,1925,
A08-077-1079.jpg,"Lissitzky, El (Lissitzky, Lazar Markovich)",,,Proun Space (reconstruction),Constructivist,Russian,1923,
A08-077-1080.jpg,"Mukhina, Vera",,,Industrial Worker and Collective Farm Woman,,Russian,1937,
A08-077-1081.jpg,"Mondrian, Piet",,,"Composition with Yellow, Red and Blue",De Stijl,Dutch,1927,
A08-077-1082.jpg,"Rietveld, Gerrit",,,Schröder House,De Stijl,Dutch,1923-1924,
A08-077-1083.jpg,"Rietveld, Gerrit",,,Schröder House,De Stijl,Dutch,1923-1924,
A08-077-1084.jpg,"Albers, Anni",,,Wallhanging,Bauhaus,German,1926,
A08-077-1085.jpg,"Brandt, Marianne",,,Coffee and Tea Service,Bauhaus,German,1924,
A08-077-1086.jpg,"Gropius, Walter",,,Dessau Bauhaus,International Style,German,1925-1926,
A08-077-1087.jpg,"Rivera, Diego",,,"Man, Controller of the Universe",Surrealist,Mexican,1934,
A08-077-1088.jpg,"Douglas, Aaron",,,Aspects of Negro Life: from Slavery Through Reconstruction,,American ,1934 ,
A08-077-1089.jpg,"Savage, Augusta",,,La Citadelle: Freedom,,American,1930,
A08-077-1090.jpg,"Lawrence, Jacob",,,"During the War There was a Great Migration North by Southern Negroes, from the Migration Series",,American,1940-1941,
A08-077-1091.jpg,"Hepworth, Barbara",,,Forms in Echelon,,English,1938,
A08-077-1092.jpg,"Moore, Henry",,,Recumbent Figure,,English,1938,
A08-077-1093.jpg,"Calder, Alexander",,,Lobster Trap and Fish Tail,,American,1939,
A08-077-1094.jpg,"Ernst, Max",,,The Horde,Surrealist,German,1927,
A08-077-1095.jpg,"Dalí, Salvador",,,Birth of Liquid Desires,Surrealist,Spanish,1931-1932,
A08-077-1096.jpg,"Oppenheim, Meret",,,Object (Luncheon in Fur),Surrealist,Swiss,1936,
A08-077-1097.jpg,"Miró, Joan",,,Shooting Star,Surrealist,Spanish,1938,
A08-077-1098.jpg,,,,Degenerate Art Exhibition (Entartete Kunst),,German,1937,Dada wall in Room 3
A08-077-1099.jpg,"Lange, Dorothea",,,Migrant Mother,,American,1936 ,
A08-077-1100.jpg,"Hartley, Marsden",,,Portrait of A German Officer,,American,1914 ,
A08-077-1101.jpg,,,,Elements of a Skyscraper,,,,
A08-077-1102.jpg,,,,"Europe and North America, 1900-1950",,,,
A08-077-1103.jpg,"Kounellis, Jannis",,,Untitled (12 Horses),Arte Povera,Greek,1969,
A08-077-1104.jpg,"Giacometti, Alberto",,,City Square,,Swiss,1948,
A08-077-1105.jpg,"Bacon, Francis",,,Head Surrounded by Sides of Beef,Expressionist,English,1954,
A08-077-1106.jpg,"Dubuffet, Jean",,,Cow with the Subtile Nose,Art Brut,French,1954,
A08-077-1107.jpg,"Wols (Schulze, Wolfgang)",,,Painting,Art Informel,German,1944-1945,
A08-077-1108.jpg,"Burri, Alberto",,,Composition,Art Informel,Italian,1953,
A08-077-1109.jpg,"Lam, Wifredo",,,"Zambezia, Zambezia",Surrealist,Cuban,1950,
A08-077-1110.jpg,"Gorky, Arshile",,,Garden in Sochi,"Abstract Expressionist, New York School",American,c. 1943,
A08-077-1111.jpg,"Pollock, Jackson",,,Male and Female,"Abstract Expressionist, New York School",American,1942,
A08-077-1112.jpg,"Namuth, Hans",,,Jackson Pollock Painting,,American,1950,
A08-077-1113.jpg,"Pollock, Jackson",,,Autumn Rhythm (Number 30),"Abstract Expressionist, New York School",American,1950,
A08-077-1114.jpg,"Krasner, Lee",,,The Seasons,Abstract Expressionist,American,1957,
A08-077-1115.jpg,"De Kooning, Willem",,,Asheville,"Abstract Expressionist, New York School",American,1948,
A08-077-1116.jpg,"Riopelle, Jean-Paul",,,Knight Watch,Art Informel,Canadian,1953,
A08-077-1117.jpg,"Frankenthaler, Helen",,,Mountains and Sea,Abstract Expressionist,American ,1952,
A08-077-1118.jpg,"Rothko, Mark",,,"No. 61, Brown, Blue, Brown on Blue","Abstract Expressionist, New York School",American,1953                                          ,
A08-077-1119.jpg,"Newman, Barnett",,,Vir Heroicus Sublimis,"Abstract Expressionist, New York School",American,1950-1951,
A08-077-1120.jpg,"Smith, David",,,Hudson River Landscape,,American,1951,
A08-077-1121.jpg,"Nevelson, Louise",,,Sky Cathedral,,American,1958,
A08-077-1122.jpg,"Torres-García, Joaquín",,,Abstract Art in Five Tones and Complementaries,,Uruguayan,1943,
A08-077-1123.jpg,"Lozza, Raúl",,,Analytical Structure,,Argentine,1946,
A08-077-1124.jpg,"Košice, Gyula",,,Madí Luminous Structure F,,Argentine,1946,
A08-077-1126.jpg,"Arbus, Diane",,,Child With Toy Hand Granade in Central Park,,American,1962,
A08-077-1127.jpg,"White, Minor",,,"Capitol Reef, Utah",,American,1962,
A08-077-1129.jpg,"Johns, Jasper",,,Target with Four Faces,Pop Art,American,1955,
A08-077-1131.jpg,"Kaprow, Allan",,,The Courtyard,Pop Art,American,1962,
A08-077-1132.jpg,"Klein, Yves",,,Anthropométries of the Blue Period,Pop Art,French,1960,
A08-077-1133.jpg,"Tinguely, Jean",,,Homage to New York,Pop Art,American,1960,
A08-077-1136.jpg,"Warhol, Andy",,,Birmingham Race Riot,Pop Art,American,1964,
A08-077-1139.jpg,"Soto, Jesús Rafael",,,Armonía Transformable (Transformable Harmony),Op Art,Venezuelan,1956,
A08-077-1140.jpg,"Riley, Bridget",,,Current,Op Art,English,1964,
A08-077-1141.jpg,"Bush, Jack",,,Tall Spread,Minimalist,Canadian,1966,
A08-077-1142.jpg,"Stella, Frank",,,Avicenna,Minimalist,American ,1960,
A08-077-1143.jpg,"Judd, Donald",,,Untitled,Minimalist,American,1969,
A08-077-1145.jpg,"Clark, Lygia",,,Bug LC3 (Pan-Cubism),Minimalist,Brazilian,1970,
A08-077-1146.jpg,"Zorio, Gilberto",,,Pink-Blue-Pink,Arte Povera,Italian,1967,
A08-077-1147.jpg,"Merz, Mario",,,Igloo,Arte Povera,Italian,1971,
A08-077-1151.jpg,"Heizer, Michael",,,Double Negative,Earthwork,American,1969-1970,
A08-077-1153.jpg,"Christo (Christo, Vlasimirov Javacheff)","Jeanne-Claude (Guillebon, Jeanne-Claude de)",,Running Fence,Earthwork,Bulgarian,1976,
A08-077-1160.jpg,"Safdie, Moshe",,,Habitat,,Canadian,1967,
A08-077-1165.jpg,"Kruger, Barbara",,,We Won’t Play Nature to Your Culture,Conceptual,American,1983,
A08-077-1167.jpg,"Muniz, Vik",,,Action Photo I from Pictures of Chocolate,,American,1997,
A08-077-1168.jpg,"Gursky, Andreas",,,99 Cent,,German,1999,
A08-077-1170.jpg,"Polke, Sigmar",,,Raised Chair with Geese,,German,1987-1988,
A08-077-1173.jpg,"Smith, Jaune Quick-to-See",,,The Red Mean: Self-Portrait,Salish,Native American ,1992,
A08-077-1175.jpg,"Murakami, Takashi",,,Eye Love Superfast,,Japanese,2003,
A08-077-1177.jpg,"Kapoor, Anish",,,"As If to Celebrate, I Discovered a Mountain Blooming with Red Flowers",,English,1987,
A08-077-1179.jpg,"Smith, Kiki",,,Untitled,Feminist,American,1988,
A08-077-1180.jpg,"Anatsui, El",,,After Kings,,Ghanaian,2005,
A08-077-1184.jpg,"Hammons, David",,,Higher Goals,,American,1982,
A08-077-1185.jpg,"Chin, Mel",,,Revival Field: Pig’s Eye Landfill,,American,1991-1993,
A08-077-1186.jpg,"Hamilton, Ann",,,Indigo Blue,,American,1991,
A08-077-1187.jpg,"Smith, Kenneth",,,MOMA Roof Garden,,American,2005,
A08-077-1188.jpg,"Paik, Nam June",,,Electronic Superhighway: Continental U.S.,,South Korean,1995,
A08-077-1189.jpg,"Neshat, Shirin",,,Production Stills from Fervor,,American,2000,
A08-077-1190.jpg,"Neshat, Shirin",,,Production Stills from Fervor,,American,2000,
A08-077-1191.jpg,Gu Wenda,,,United Nations - Babel of the Millennium,,Chinese,1999,
A08-077-1194.jpg,"Chicago, Judy (Cohen, Judy)",,,The Dinner Party,Feminist,American ,1974-1979,Mary Wollestonecraft
A08-077-1195.jpg,,,,The World Since 1945,,,,
